,online,reservations,rating,votes,location,rest_type,cost_for_two,type
5948,Yes,Yes,4.0,2103,Brigade Road,Other,2000.0,Dine-out
5949,Yes,No,4.4,2090,Brigade Road,Casual Dining,750.0,Dine-out
5950,No,Yes,4.2,240,Brigade Road,Other,1500.0,Dine-out
5951,Yes,No,4.0,48,Brigade Road,Casual Dining,1500.0,Dine-out
5952,Yes,Yes,4.3,393,Brigade Road,Other,1600.0,Dine-out
5953,Yes,No,4.1,1117,Brigade Road,Casual Dining,1500.0,Dine-out
5954,No,No,4.2,4422,Brigade Road,Other,1200.0,Dine-out
5955,Yes,Yes,4.0,929,Brigade Road,Casual Dining,800.0,Dine-out
5956,No,Yes,4.1,548,Brigade Road,Other,1100.0,Dine-out
5957,No,No,4.0,949,Brigade Road,Other,1100.0,Dine-out
5958,Yes,No,4.0,1203,Brigade Road,Other,2000.0,Dine-out
5959,No,No,4.0,24,Brigade Road,Cafe,450.0,Dine-out
5960,Yes,No,3.6,16,Brigade Road,Casual Dining,800.0,Dine-out
5961,No,No,4.2,618,Brigade Road,Cafe,500.0,Dine-out
5962,Yes,No,3.9,387,Brigade Road,Casual Dining,750.0,Dine-out
5963,No,No,2.0,395,Brigade Road,Other,1500.0,Dine-out
5964,Yes,No,3.7,279,Brigade Road,Casual Dining,800.0,Dine-out
5965,Yes,No,3.5,12,Brigade Road,Casual Dining,650.0,Dine-out
5966,Yes,No,4.0,32,Brigade Road,Quick Bites,300.0,Dine-out
5967,Yes,No,4.2,127,Brigade Road,Casual Dining,700.0,Dine-out
5968,No,Yes,4.1,373,Brigade Road,Casual Dining,650.0,Dine-out
5969,Yes,No,3.8,72,Brigade Road,Cafe,650.0,Dine-out
5970,Yes,No,2.9,50,Brigade Road,Quick Bites,350.0,Dine-out
5971,No,No,4.0,162,Brigade Road,Quick Bites,400.0,Dine-out
5972,Yes,No,3.6,40,Brigade Road,Casual Dining,500.0,Dine-out
5973,No,No,2.8,133,Brigade Road,Casual Dining,650.0,Dine-out
5974,Yes,No,3.6,44,Brigade Road,Other,300.0,Dine-out
5975,Yes,No,3.7317847177866676,0,Brigade Road,Casual Dining,600.0,Dine-out
5976,Yes,Yes,4.0,1021,Brigade Road,Casual Dining,700.0,Dine-out
5977,No,No,3.9,122,Brigade Road,Casual Dining,500.0,Dine-out
5978,Yes,Yes,3.9,96,Brigade Road,"Casual Dining, Bar",1300.0,Dine-out
5979,Yes,No,3.5,13,Brigade Road,Casual Dining,600.0,Dine-out
5980,No,Yes,3.9,36,Brigade Road,Casual Dining,1500.0,Dine-out
5981,No,Yes,3.9,105,Brigade Road,Casual Dining,1000.0,Dine-out
5982,No,No,2.9,24,Brigade Road,Other,1900.0,Dine-out
5983,No,No,2.8,44,Brigade Road,Cafe,700.0,Dine-out
5984,No,No,3.7317847177866676,0,Brigade Road,Casual Dining,700.0,Dine-out
5985,No,No,3.7,125,Brigade Road,Casual Dining,600.0,Dine-out
5986,Yes,No,3.4,4,Brigade Road,Other,150.0,Dine-out
5987,Yes,No,3.0,20,Brigade Road,Casual Dining,400.0,Dine-out
5988,Yes,No,2.8,20,Brigade Road,Casual Dining,550.0,Dine-out
5989,Yes,No,3.8,69,Brigade Road,Casual Dining,500.0,Dine-out
5990,Yes,No,3.2,7,Brigade Road,Cafe,600.0,Dine-out
5991,Yes,No,3.0,17,Brigade Road,Cafe,900.0,Dine-out
5992,No,No,3.6,10,Brigade Road,Casual Dining,700.0,Dine-out
5993,No,No,3.9,39,Brigade Road,Casual Dining,500.0,Dine-out
5994,No,No,3.3,4,Brigade Road,Casual Dining,1200.0,Dine-out
5995,Yes,No,3.9,206,Brigade Road,Casual Dining,800.0,Dine-out
5996,Yes,No,3.3,11,Brigade Road,Casual Dining,400.0,Dine-out
5997,Yes,No,3.6,104,Brigade Road,Cafe,800.0,Dine-out
5998,Yes,No,3.2,23,Brigade Road,Casual Dining,700.0,Dine-out
6000,Yes,No,4.1,1079,Brigade Road,Other,550.0,Dine-out
6001,Yes,No,3.8,30,Brigade Road,Quick Bites,600.0,Dine-out
6002,Yes,No,3.8,191,Brigade Road,Quick Bites,450.0,Dine-out
6003,Yes,No,3.8,18,Brigade Road,Quick Bites,200.0,Dine-out
6004,Yes,No,3.9,64,Brigade Road,Other,250.0,Dine-out
6005,No,No,4.0,336,Brigade Road,Quick Bites,300.0,Dine-out
6006,Yes,No,3.7,123,Brigade Road,Other,400.0,Dine-out
6007,No,No,3.6,7,Brigade Road,Quick Bites,800.0,Dine-out
6008,Yes,No,3.5,75,Brigade Road,Quick Bites,500.0,Dine-out
6009,No,No,2.7,61,Brigade Road,Quick Bites,600.0,Dine-out
6010,No,No,3.5,15,Brigade Road,Other,900.0,Dine-out
6011,Yes,No,3.2,31,Brigade Road,Quick Bites,200.0,Dine-out
6012,Yes,No,3.3,11,Brigade Road,Quick Bites,200.0,Dine-out
6013,Yes,No,3.7,184,Brigade Road,Quick Bites,500.0,Dine-out
6014,Yes,No,4.2,93,Brigade Road,Quick Bites,300.0,Dine-out
6015,Yes,No,3.1,7,Brigade Road,Quick Bites,500.0,Dine-out
6016,Yes,No,3.3,18,Brigade Road,Quick Bites,300.0,Dine-out
6017,Yes,No,3.7,24,Brigade Road,Dessert Parlor,250.0,Dine-out
6018,No,No,3.7317847177866676,0,Brigade Road,Quick Bites,300.0,Dine-out
6019,No,No,3.7317847177866676,0,Brigade Road,Quick Bites,200.0,Dine-out
6022,Yes,No,3.1,7,Brigade Road,Quick Bites,150.0,Dine-out
6023,Yes,No,3.7317847177866676,0,Brigade Road,Quick Bites,250.0,Dine-out
6025,Yes,No,3.7317847177866676,0,Brigade Road,Other,400.0,Dine-out
6026,No,No,3.5,45,Brigade Road,Quick Bites,300.0,Dine-out
6027,No,No,3.4,8,Brigade Road,Quick Bites,450.0,Dine-out
6028,No,No,3.7317847177866676,0,Brigade Road,Quick Bites,400.0,Dine-out
6029,No,No,3.6,8,Brigade Road,Quick Bites,400.0,Dine-out
6030,Yes,No,3.5,121,Brigade Road,Quick Bites,300.0,Dine-out
6031,No,No,3.0,10,Brigade Road,Other,200.0,Dine-out
6033,No,No,3.1,5,Brigade Road,Quick Bites,200.0,Dine-out
6034,Yes,No,3.7317847177866676,0,Brigade Road,Other,400.0,Dine-out
6035,Yes,No,3.5,89,Brigade Road,Other,600.0,Dine-out
6036,Yes,No,3.1,28,Brigade Road,Other,250.0,Dine-out
6038,No,Yes,4.4,4575,MG Road,Other,1700.0,Dine-out
6039,Yes,Yes,4.2,4732,Church Street,Casual Dining,1500.0,Dine-out
6040,No,Yes,4.5,2194,Richmond Road,Casual Dining,1800.0,Dine-out
6041,No,No,4.7,3894,Residency Road,Other,1500.0,Dine-out
6042,Yes,Yes,4.3,3126,MG Road,Casual Dining,1500.0,Dine-out
6043,No,Yes,4.2,3116,Lavelle Road,Other,2500.0,Dine-out
6044,No,Yes,4.4,858,Lavelle Road,Other,3000.0,Dine-out
6045,No,Yes,4.4,2115,Lavelle Road,Other,2200.0,Dine-out
6046,Yes,Yes,4.4,2229,Lavelle Road,Other,3000.0,Dine-out
6047,No,No,4.3,1773,Residency Road,Casual Dining,800.0,Dine-out
6048,No,Yes,4.6,2339,MG Road,Other,2800.0,Dine-out
6049,No,No,4.3,1348,Richmond Road,Casual Dining,550.0,Dine-out
6050,No,No,4.6,2259,Church Street,Cafe,1100.0,Dine-out
6051,Yes,Yes,4.0,1912,MG Road,Casual Dining,2100.0,Dine-out
6052,No,No,4.4,2392,Lavelle Road,Other,1500.0,Dine-out
6053,No,No,4.6,979,MG Road,Other,3000.0,Dine-out
6054,No,Yes,4.5,5262,St. Marks Road,"Casual Dining, Bar",2500.0,Dine-out
6055,No,Yes,4.5,674,Residency Road,Other,3500.0,Dine-out
6056,Yes,Yes,4.6,1211,St. Marks Road,"Casual Dining, Bar",1700.0,Dine-out
6057,No,Yes,4.2,2212,Residency Road,Other,1700.0,Dine-out
6058,Yes,No,4.3,7544,Church Street,Other,1500.0,Dine-out
6059,No,Yes,4.4,2039,Lavelle Road,"Casual Dining, Bar",1200.0,Dine-out
6060,Yes,Yes,4.4,1110,Church Street,"Casual Dining, Bar",1200.0,Dine-out
6061,Yes,Yes,4.4,3651,Lavelle Road,Other,1300.0,Dine-out
6062,No,Yes,4.6,1082,Richmond Road,Casual Dining,1500.0,Dine-out
6063,No,No,4.3,606,St. Marks Road,Other,1300.0,Dine-out
6064,No,Yes,4.3,149,Ulsoor,Other,2800.0,Dine-out
6065,No,Yes,4.1,1327,Lavelle Road,"Casual Dining, Bar",2100.0,Dine-out
6066,Yes,Yes,4.3,2664,MG Road,Cafe,1200.0,Dine-out
6067,No,Yes,4.1,473,Shanti Nagar,Casual Dining,800.0,Dine-out
6068,No,Yes,4.1,2044,Infantry Road,Casual Dining,1600.0,Dine-out
6069,Yes,Yes,4.3,3484,Lavelle Road,Other,1700.0,Dine-out
6070,Yes,No,4.6,2490,Lavelle Road,Casual Dining,1600.0,Dine-out
6071,No,Yes,4.3,755,Lavelle Road,Other,3000.0,Dine-out
6072,No,Yes,4.2,167,Church Street,Casual Dining,1000.0,Dine-out
6073,No,Yes,4.2,1418,MG Road,Other,1500.0,Dine-out
6074,Yes,Yes,4.2,2840,Residency Road,Other,800.0,Dine-out
6075,No,Yes,4.3,446,Residency Road,Other,2000.0,Dine-out
6076,Yes,Yes,4.3,2040,MG Road,Casual Dining,1500.0,Dine-out
6077,No,No,3.9,2322,St. Marks Road,Casual Dining,700.0,Dine-out
6078,No,No,4.3,1028,Lavelle Road,Other,1500.0,Dine-out
6079,No,Yes,4.3,595,Infantry Road,"Casual Dining, Bar",2500.0,Dine-out
6080,Yes,Yes,4.2,2923,Church Street,Casual Dining,1000.0,Dine-out
6081,Yes,Yes,3.9,1361,MG Road,Other,2100.0,Dine-out
6082,Yes,Yes,4.4,484,St. Marks Road,Other,1900.0,Dine-out
6083,Yes,Yes,4.5,1394,Church Street,"Casual Dining, Bar",1700.0,Dine-out
6084,No,Yes,4.3,666,Residency Road,Casual Dining,2000.0,Dine-out
6085,No,Yes,4.6,1423,Lavelle Road,Other,2200.0,Dine-out
6086,Yes,Yes,4.3,763,Lavelle Road,Casual Dining,1400.0,Dine-out
6087,Yes,Yes,4.4,1867,Lavelle Road,Casual Dining,1500.0,Dine-out
6088,Yes,No,4.3,2177,Residency Road,Casual Dining,600.0,Dine-out
6089,Yes,No,3.9,74,MG Road,Casual Dining,800.0,Dine-out
6090,No,No,4.5,3614,St. Marks Road,Cafe,900.0,Dine-out
6091,No,Yes,4.4,282,Residency Road,Other,1200.0,Dine-out
6092,Yes,Yes,4.4,737,MG Road,Other,1700.0,Dine-out
6093,No,Yes,4.2,149,Ulsoor,Other,2500.0,Dine-out
6094,No,Yes,4.4,1094,Ulsoor,Casual Dining,1600.0,Dine-out
6095,No,No,4.3,1773,Church Street,Other,1300.0,Dine-out
6096,Yes,Yes,4.1,875,Residency Road,Casual Dining,1400.0,Dine-out
6097,No,Yes,4.4,189,Lavelle Road,"Casual Dining, Bar",1000.0,Dine-out
6098,No,Yes,4.1,1769,Church Street,Cafe,1000.0,Dine-out
6099,No,No,4.4,2662,Church Street,Cafe,600.0,Dine-out
6100,No,Yes,4.3,695,Richmond Road,Other,2500.0,Dine-out
6101,No,Yes,4.3,548,Shanti Nagar,Casual Dining,1400.0,Dine-out
6102,Yes,No,3.9,377,MG Road,Other,200.0,Dine-out
6103,No,Yes,4.5,340,MG Road,Casual Dining,1500.0,Dine-out
6104,No,Yes,4.5,583,Lavelle Road,Other,4000.0,Dine-out
6105,No,No,4.3,1199,Residency Road,Casual Dining,550.0,Dine-out
6106,No,No,4.3,701,MG Road,Other,3000.0,Dine-out
6107,No,Yes,3.8,64,MG Road,Casual Dining,1500.0,Dine-out
6108,No,Yes,4.2,484,Residency Road,Other,3000.0,Dine-out
6109,No,No,4.1,1022,Residency Road,Casual Dining,500.0,Dine-out
6110,No,Yes,4.2,347,Lavelle Road,"Casual Dining, Bar",1000.0,Dine-out
6111,No,No,4.3,2319,Church Street,Other,1100.0,Dine-out
6112,Yes,No,4.0,787,Church Street,Casual Dining,650.0,Dine-out
6113,No,Yes,4.3,284,St. Marks Road,Other,1200.0,Dine-out
6114,No,Yes,4.1,565,MG Road,Other,2500.0,Dine-out
6115,No,No,4.3,456,Lavelle Road,Other,1500.0,Dine-out
6116,No,Yes,4.4,186,MG Road,Other,2000.0,Dine-out
6117,No,Yes,4.2,2074,Lavelle Road,Casual Dining,1500.0,Dine-out
6118,No,Yes,4.1,209,MG Road,Other,1000.0,Dine-out
6119,Yes,Yes,4.2,2270,St. Marks Road,"Casual Dining, Bar",1400.0,Dine-out
6120,No,No,4.3,687,Lavelle Road,Casual Dining,1500.0,Dine-out
6121,No,No,4.2,1279,Church Street,Other,1100.0,Dine-out
6122,Yes,No,3.9,117,Ulsoor,Casual Dining,600.0,Dine-out
6123,Yes,Yes,4.3,500,Lavelle Road,"Casual Dining, Bar",1300.0,Dine-out
6124,Yes,Yes,4.2,980,Ulsoor,"Casual Dining, Bar",1000.0,Dine-out
6125,Yes,No,4.0,1096,Ulsoor,Casual Dining,1300.0,Dine-out
6126,Yes,No,4.3,3547,Church Street,Cafe,650.0,Dine-out
6127,Yes,Yes,4.4,218,St. Marks Road,Casual Dining,850.0,Dine-out
6128,Yes,Yes,4.2,937,Church Street,Cafe,750.0,Dine-out
6129,Yes,Yes,4.4,861,MG Road,Casual Dining,1800.0,Dine-out
6130,No,No,4.1,530,Commercial Street,Casual Dining,500.0,Dine-out
6131,No,Yes,4.5,550,Ulsoor,Casual Dining,1800.0,Dine-out
6132,Yes,Yes,4.0,932,Church Street,"Casual Dining, Bar",1000.0,Dine-out
6134,Yes,Yes,4.4,712,Richmond Road,Casual Dining,1000.0,Dine-out
6135,No,Yes,4.6,116,Richmond Road,Casual Dining,1200.0,Dine-out
6136,No,Yes,4.3,612,Residency Road,Other,3400.0,Dine-out
6137,No,No,4.2,162,Ulsoor,Cafe,750.0,Dine-out
6138,Yes,No,4.2,858,Ulsoor,Casual Dining,1800.0,Dine-out
6139,No,No,4.0,53,Richmond Road,Other,2000.0,Dine-out
6140,No,Yes,4.1,80,Ulsoor,Other,3000.0,Dine-out
6141,No,Yes,4.1,93,Residency Road,Other,1000.0,Dine-out
6142,Yes,Yes,4.1,853,Church Street,Casual Dining,1400.0,Dine-out
6143,No,Yes,4.3,355,Richmond Road,Other,3500.0,Dine-out
6144,No,No,4.3,67,Residency Road,Cafe,400.0,Dine-out
6145,No,No,4.3,788,Church Street,Other,900.0,Dine-out
6146,No,Yes,3.9,680,Church Street,"Casual Dining, Bar",1200.0,Dine-out
6147,No,No,4.1,765,Residency Road,Casual Dining,800.0,Dine-out
6148,No,Yes,4.2,538,MG Road,Other,1500.0,Dine-out
6149,No,Yes,4.3,325,Richmond Road,Casual Dining,1200.0,Dine-out
6150,No,Yes,4.3,231,Richmond Road,Other,4000.0,Dine-out
6151,No,No,3.9,161,Shivajinagar,Casual Dining,500.0,Dine-out
6152,Yes,No,4.1,114,Richmond Road,Cafe,700.0,Dine-out
6153,No,Yes,4.0,171,Church Street,Casual Dining,1300.0,Dine-out
6154,No,Yes,4.1,270,Residency Road,Other,4000.0,Dine-out
6155,No,No,3.7,42,Ulsoor,Casual Dining,2000.0,Dine-out
6156,Yes,Yes,4.1,354,Richmond Road,Casual Dining,1200.0,Dine-out
6157,Yes,Yes,4.1,450,Church Street,Casual Dining,1000.0,Dine-out
6158,Yes,Yes,4.1,765,Ulsoor,"Casual Dining, Bar",1200.0,Dine-out
6159,No,No,3.9,23,Richmond Road,Other,2000.0,Dine-out
6160,No,No,3.9,378,Residency Road,Other,1000.0,Dine-out
6161,Yes,No,4.3,570,Ulsoor,Cafe,700.0,Dine-out
6162,Yes,No,4.0,162,Richmond Road,"Casual Dining, Bar",1700.0,Dine-out
6163,Yes,No,4.3,901,Ulsoor,Casual Dining,2000.0,Dine-out
6164,Yes,Yes,4.3,550,Shanti Nagar,Casual Dining,1200.0,Dine-out
6165,No,Yes,3.9,48,Ulsoor,Other,3000.0,Dine-out
6166,Yes,Yes,4.3,1048,Lavelle Road,Casual Dining,1600.0,Dine-out
6167,Yes,No,4.4,319,Church Street,Casual Dining,800.0,Dine-out
6168,Yes,Yes,4.3,225,MG Road,Other,2000.0,Dine-out
6169,No,Yes,4.3,449,MG Road,Other,3000.0,Dine-out
6170,No,No,4.2,38,Richmond Road,Other,2000.0,Dine-out
6171,No,Yes,3.9,312,Residency Road,Other,2000.0,Dine-out
6172,No,Yes,4.4,424,Residency Road,Other,3500.0,Dine-out
6173,No,No,4.1,1543,Lavelle Road,Other,1200.0,Dine-out
6174,Yes,No,4.0,113,MG Road,Casual Dining,1000.0,Dine-out
6175,Yes,No,4.1,459,Church Street,Cafe,700.0,Dine-out
6176,Yes,Yes,4.0,188,Shivajinagar,"Casual Dining, Bar",1300.0,Dine-out
6177,No,No,4.3,524,Church Street,Casual Dining,800.0,Dine-out
6178,Yes,No,4.0,360,Residency Road,Casual Dining,1000.0,Dine-out
6179,Yes,No,2.8,109,Shanti Nagar,Casual Dining,500.0,Dine-out
6180,Yes,No,4.0,175,Ulsoor,Casual Dining,750.0,Dine-out
6181,Yes,No,3.9,463,Ulsoor,Other,800.0,Dine-out
6182,No,Yes,4.4,183,Lavelle Road,"Casual Dining, Bar",1800.0,Dine-out
6183,Yes,No,4.2,172,Commercial Street,Casual Dining,800.0,Dine-out
6184,No,Yes,4.1,608,MG Road,Other,2800.0,Dine-out
6185,Yes,No,4.3,1133,Infantry Road,Cafe,800.0,Dine-out
6186,Yes,No,4.2,121,Lavelle Road,"Casual Dining, Bar",1000.0,Dine-out
6187,Yes,No,3.9,205,St. Marks Road,Casual Dining,500.0,Dine-out
6188,No,No,3.8,617,MG Road,Other,3000.0,Dine-out
6189,No,Yes,3.9,297,Shanti Nagar,Cafe,750.0,Dine-out
6190,Yes,No,3.9,366,Residency Road,Casual Dining,800.0,Dine-out
6191,Yes,No,4.2,50,Richmond Road,Cafe,700.0,Dine-out
6192,No,Yes,4.1,117,Ulsoor,Casual Dining,2000.0,Dine-out
6193,No,No,3.9,183,Ulsoor,Casual Dining,2200.0,Dine-out
6194,Yes,No,3.6,95,Infantry Road,Other,650.0,Dine-out
6195,No,Yes,4.1,335,MG Road,"Casual Dining, Bar",1800.0,Dine-out
6196,Yes,No,3.9,224,Church Street,Casual Dining,950.0,Dine-out
6197,Yes,No,4.2,1764,St. Marks Road,Casual Dining,750.0,Dine-out
6198,No,Yes,4.2,175,Richmond Road,Other,3000.0,Dine-out
6199,Yes,Yes,4.1,294,Richmond Road,Casual Dining,1000.0,Dine-out
6200,No,Yes,3.9,747,Church Street,Other,1500.0,Dine-out
6201,Yes,No,4.2,115,MG Road,Other,500.0,Dine-out
6202,Yes,No,4.1,54,Residency Road,Casual Dining,400.0,Dine-out
6203,No,No,4.0,108,Shivajinagar,Casual Dining,550.0,Dine-out
6204,No,No,4.2,115,Ulsoor,Other,1000.0,Dine-out
6205,No,No,3.9,191,St. Marks Road,Other,600.0,Dine-out
6206,No,No,4.0,224,Residency Road,Casual Dining,700.0,Dine-out
6207,No,No,3.8,32,Richmond Road,Quick Bites,350.0,Dine-out
6208,No,No,4.0,58,Ulsoor,Casual Dining,2000.0,Dine-out
6209,Yes,No,3.7,111,Shivajinagar,Casual Dining,550.0,Dine-out
6210,Yes,Yes,3.8,203,Richmond Road,Casual Dining,1200.0,Dine-out
6211,No,No,2.7,402,MG Road,Other,1000.0,Dine-out
6212,No,No,4.2,697,St. Marks Road,Quick Bites,300.0,Dine-out
6214,Yes,No,3.9,158,Infantry Road,Casual Dining,1300.0,Dine-out
6215,Yes,No,3.9,87,Ulsoor,Casual Dining,500.0,Dine-out
6216,No,No,3.1,21,Shanti Nagar,Casual Dining,450.0,Dine-out
6217,No,No,3.9,234,Langford Town,Other,1000.0,Dine-out
6218,Yes,No,3.6,82,Shanti Nagar,Casual Dining,500.0,Dine-out
6219,Yes,Yes,3.8,198,MG Road,Casual Dining,1600.0,Dine-out
6220,Yes,No,3.0,74,Shanti Nagar,Casual Dining,500.0,Dine-out
6221,Yes,No,3.4,9,Shivajinagar,Cafe,300.0,Dine-out
6222,No,Yes,4.2,271,MG Road,Other,3000.0,Dine-out
6223,No,Yes,3.7,91,Lavelle Road,Other,1000.0,Dine-out
6224,No,No,3.7,21,Shivajinagar,Quick Bites,350.0,Dine-out
6225,No,No,3.6,60,Shivajinagar,Casual Dining,450.0,Dine-out
6226,Yes,No,4.1,119,Richmond Road,Casual Dining,1000.0,Dine-out
6227,Yes,Yes,3.1,58,St. Marks Road,Quick Bites,400.0,Dine-out
6228,No,No,2.5,433,Commercial Street,Casual Dining,650.0,Dine-out
6229,No,No,4.0,101,Richmond Road,Casual Dining,550.0,Dine-out
6230,No,No,4.1,104,Lavelle Road,Other,1200.0,Dine-out
6231,No,No,3.1,120,Lavelle Road,"Casual Dining, Bar",1200.0,Dine-out
6232,No,No,2.8,253,Infantry Road,Casual Dining,1000.0,Dine-out
6233,No,No,3.7,293,Residency Road,Other,1000.0,Dine-out
6234,No,No,4.1,28,Residency Road,Casual Dining,2000.0,Dine-out
6235,No,No,4.0,93,Residency Road,Other,2000.0,Dine-out
6236,No,No,3.6,43,Residency Road,Other,1700.0,Dine-out
6237,No,No,4.0,30,Richmond Road,Cafe,800.0,Dine-out
6238,No,No,4.0,62,Ulsoor,Other,1500.0,Dine-out
6239,Yes,No,3.4,33,Shanti Nagar,Casual Dining,550.0,Dine-out
6240,Yes,No,3.9,184,Shanti Nagar,Casual Dining,400.0,Dine-out
6241,Yes,No,3.8,59,Commercial Street,Other,300.0,Dine-out
6242,No,Yes,3.8,73,Shanti Nagar,Other,1200.0,Dine-out
6243,No,No,4.1,117,MG Road,Other,3000.0,Dine-out
6244,Yes,No,3.9,67,Church Street,Other,500.0,Dine-out
6245,Yes,No,4.2,382,Ulsoor,Cafe,500.0,Dine-out
6246,No,No,3.5,53,Lavelle Road,"Casual Dining, Bar",1800.0,Dine-out
6247,No,No,3.9,72,Lavelle Road,Other,2500.0,Dine-out
6248,No,No,3.9,134,St. Marks Road,Casual Dining,800.0,Dine-out
6249,No,No,4.1,168,MG Road,Other,2500.0,Dine-out
6250,Yes,No,2.6,307,Shanti Nagar,Casual Dining,700.0,Dine-out
6251,Yes,No,3.9,74,Richmond Road,Casual Dining,500.0,Dine-out
6252,No,No,3.9,89,St. Marks Road,Casual Dining,1400.0,Dine-out
6253,Yes,No,2.8,296,Commercial Street,Casual Dining,600.0,Dine-out
6254,No,No,3.3,6,St. Marks Road,Casual Dining,450.0,Dine-out
6255,Yes,No,3.4,122,Residency Road,Cafe,600.0,Dine-out
6256,No,Yes,3.9,315,MG Road,Cafe,800.0,Dine-out
6257,No,No,3.7,35,Shanti Nagar,Cafe,300.0,Dine-out
6258,No,No,3.7,52,Richmond Road,Casual Dining,550.0,Dine-out
6259,Yes,No,3.8,262,Richmond Road,Casual Dining,850.0,Dine-out
6260,No,Yes,4.0,98,Ulsoor,Other,2400.0,Dine-out
6261,Yes,No,3.3,261,Shanti Nagar,Casual Dining,500.0,Dine-out
6262,No,Yes,3.8,108,Ulsoor,Other,1400.0,Dine-out
6263,No,Yes,3.8,25,Ulsoor,Cafe,2200.0,Dine-out
6264,No,Yes,3.9,100,Residency Road,Casual Dining,1900.0,Dine-out
6265,No,No,3.0,107,MG Road,Casual Dining,800.0,Dine-out
6266,No,No,3.7,145,Richmond Road,Other,1000.0,Dine-out
6267,No,No,3.0,11,Church Street,Cafe,700.0,Dine-out
6268,No,No,3.7,16,MG Road,Cafe,250.0,Dine-out
6269,No,No,3.3,4,St. Marks Road,Casual Dining,1000.0,Dine-out
6270,No,No,4.1,259,MG Road,"Casual Dining, Bar",1200.0,Dine-out
6271,No,Yes,4.2,258,MG Road,"Casual Dining, Bar",1500.0,Dine-out
6272,No,No,3.5,29,Richmond Road,Other,2200.0,Dine-out
6274,Yes,No,4.0,132,Residency Road,Other,250.0,Dine-out
6275,No,No,2.9,31,Shanti Nagar,Casual Dining,1000.0,Dine-out
6276,Yes,No,3.8,96,Ulsoor,Cafe,600.0,Dine-out
6277,No,No,3.0,31,MG Road,Casual Dining,1000.0,Dine-out
6278,No,No,3.8,23,Infantry Road,Casual Dining,800.0,Dine-out
6279,No,No,3.7,57,St. Marks Road,Casual Dining,700.0,Dine-out
6280,No,No,3.8,67,Richmond Road,Casual Dining,500.0,Dine-out
6281,No,No,3.5,14,Residency Road,Other,800.0,Dine-out
6282,Yes,No,3.7,29,Ulsoor,Casual Dining,400.0,Dine-out
6283,No,Yes,4.3,164,Richmond Road,Other,3000.0,Dine-out
6284,No,Yes,3.8,52,Infantry Road,Casual Dining,1100.0,Dine-out
6285,No,No,3.7317847177866676,0,Shanti Nagar,Casual Dining,400.0,Dine-out
6286,No,No,4.0,209,Residency Road,Casual Dining,500.0,Dine-out
6287,No,No,3.4,6,Shivajinagar,Other,700.0,Dine-out
6288,No,No,3.8,150,Church Street,Casual Dining,800.0,Dine-out
6290,Yes,No,3.5,140,Church Street,Casual Dining,600.0,Dine-out
6291,No,No,3.7317847177866676,0,Richmond Road,Quick Bites,300.0,Dine-out
6292,No,No,3.7317847177866676,0,Lavelle Road,Other,1000.0,Dine-out
6294,No,No,3.7317847177866676,0,Residency Road,Casual Dining,700.0,Dine-out
6295,Yes,No,3.7317847177866676,0,Residency Road,Casual Dining,600.0,Dine-out
6296,No,Yes,3.6,277,St. Marks Road,"Casual Dining, Bar",800.0,Dine-out
6297,No,No,3.1,16,Infantry Road,Casual Dining,1100.0,Dine-out
6298,No,No,3.7,34,Residency Road,Casual Dining,2000.0,Dine-out
6299,No,No,3.3,13,Richmond Road,Casual Dining,600.0,Dine-out
6300,No,No,1.8,224,Church Street,Casual Dining,1200.0,Dine-out
6301,No,No,2.9,46,Shanti Nagar,Casual Dining,550.0,Dine-out
6302,No,No,3.2,17,Shivajinagar,Casual Dining,550.0,Dine-out
6303,No,No,3.7317847177866676,0,St. Marks Road,Other,400.0,Dine-out
6304,Yes,No,3.3,6,Commercial Street,Cafe,400.0,Dine-out
6305,Yes,Yes,3.8,194,St. Marks Road,Casual Dining,800.0,Dine-out
6306,No,No,3.9,119,Infantry Road,"Casual Dining, Bar",800.0,Dine-out
6307,No,No,3.3,7,Shivajinagar,Other,150.0,Dine-out
6308,No,No,3.7,11,St. Marks Road,Other,1200.0,Dine-out
6309,No,No,3.8,52,Richmond Road,Casual Dining,1200.0,Dine-out
6310,No,No,3.4,10,Richmond Road,Casual Dining,700.0,Dine-out
6311,No,No,3.6,11,Shanti Nagar,Quick Bites,300.0,Dine-out
6312,No,No,3.7,32,Commercial Street,Casual Dining,800.0,Dine-out
6313,No,No,2.2,48,Residency Road,Casual Dining,600.0,Dine-out
6314,No,No,3.3,4,Residency Road,Other,1000.0,Dine-out
6315,No,No,3.7,15,Residency Road,"Casual Dining, Bar",2000.0,Dine-out
6316,No,No,3.7317847177866676,0,Residency Road,Cafe,200.0,Dine-out
6317,No,No,3.7317847177866676,0,Richmond Road,Quick Bites,150.0,Dine-out
6318,No,No,3.4,10,MG Road,Quick Bites,350.0,Dine-out
6319,No,No,3.3,16,Ulsoor,"Casual Dining, Bar",950.0,Dine-out
6320,No,No,3.2,10,MG Road,Cafe,400.0,Dine-out
6321,No,No,3.7317847177866676,0,Shivajinagar,Other,100.0,Dine-out
6322,No,No,3.3,13,Church Street,Casual Dining,750.0,Dine-out
6323,No,No,3.5,12,Residency Road,Other,4000.0,Dine-out
6324,No,No,3.3,7,Church Street,Casual Dining,1000.0,Dine-out
